"cancelled","financial_status","fulfillment_status","order_id","order_name","purchase_option","sale_kind","sale_line_type","cost_tracked","customer_id","customer_type","orders","total_sales","average_order_value","discounts","gross_sales","net_sales","returns","shipping","taxes","total_tips","total_cost","gross_profit","gross_margin","units_per_transaction","customers","pending_sales","ordered_item_quantity","net_quantity","average_units_ordered"
"No","paid","fulfilled","3072096338099","#19223","One-time","order","product","No","4454885982387","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3650744320179","#23122","One-time","order","product","No","5035082809523","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3724388335795","#23690","One-time","order","product","No","5133634994355","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3010176188595","#18722","One-time","order","product","No","4384102383795","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2696947531873","#18181","One-time","order","product","No","3606718709857","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3080341422259","#19383","One-time","order","product","No","3260232826977","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3184642097331","#22227","One-time","order","product","No","4602002768051","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4636707487989","#29060","One-time","order","product","No","6028839715061","First-time","1","8.91","8.91","-0.99","9.9","8.91","0","0","0","0","0","0","0","10","1","0","10","10","10"
"No","paid","fulfilled","4661661597941","#29779","One-time","order","product","No","6059809145077","First-time","1","8.91","8.91","0","8.91","8.91","0","0","0","0","0","0","0","9","1","0","9","9","9"
"No","paid","fulfilled","4652338774261","#29426","One-time","order","product","No","6048384483573","First-time","1","8.91","8.91","-0.99","9.9","8.91","0","0","0","0","0","0","0","10","1","0","10","10","10"
"No","partially_refunded","partial","2046916886625","#13039","One-time","return","unknown","No","2893641613409","First-time","0","8.49","0","0","0","8.49","8.49","0","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4644756160757","#29204","One-time","order","shipping","No","6040617025781","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3721347203251","#23666","One-time","order","shipping","No","5130286137523","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4607295586549","#28435","One-time","order","shipping","No","5990218531061","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4662166126837","#29789","One-time","order","shipping","No","6060323864821","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4626479907061","#28881","One-time","order","shipping","No","6014885789941","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4546775154933","#26588","One-time","order","shipping","No","3253556641889","Returning","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4628833992949","#28927","One-time","order","shipping","No","6017019019509","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4052794048691","#26145","One-time","order","shipping","No","5582587363507","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4638016667893","#29088","One-time","order","shipping","No","6014004855029","Returning","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4657734942965","#29621","One-time","order","shipping","No","6055365378293","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4557404242165","#26712","One-time","order","shipping","No","5931333026037","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4563735118069","#27068","One-time","order","shipping","No","5940284948725","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4636544467189","#29055","One-time","order","shipping","No","6028666896629","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4591696281845","#27894","One-time","order","shipping","No","5971723321589","Returning","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4606137368821","#28400","One-time","order","shipping","No","5988887363829","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4566825369845","#27153","One-time","order","shipping","No","5932216385781","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4573072752885","#27320","One-time","order","shipping","No","5951982043381","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4603569864949","#28351","One-time","order","shipping","No","5985971732725","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4678810403061","#30122","One-time","order","shipping","No","6081520664821","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4558522581237","#26741","One-time","order","shipping","No","5932628869365","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4646972391669","#29256","One-time","order","shipping","No","6042863894773","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4576350109941","#27377","One-time","order","shipping","No","5954978545909","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4643493740789","#29185","One-time","order","shipping","No","6037438136565","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4559772418293","#26795","One-time","order","shipping","No","5708354486451","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4599671947509","#28255","One-time","order","shipping","No","5981238755573","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4553513992437","#26644","One-time","order","shipping","No","5927473250549","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4595151929589","#28033","One-time","order","shipping","No","5976678564085","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4016204021939","#25907","One-time","order","shipping","No","5535864750259","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4592189473013","#27916","One-time","order","shipping","No","5973172650229","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4572569403637","#27309","One-time","order","shipping","No","5951475745013","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3725689159859","#23700","One-time","order","shipping","No","5135262810291","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4582804586741","#27555","One-time","order","shipping","No","5961573531893","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4037897453747","#26031","One-time","order","shipping","No","5563089715379","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4601954140405","#28312","One-time","order","shipping","No","5983843385589","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4598332489973","#28179","One-time","order","shipping","No","5979900051701","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4693087355125","#30408","One-time","order","shipping","No","6104109580533","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4552673362165","#26629","One-time","order","shipping","No","5926072975605","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4593540956405","#27975","One-time","order","shipping","No","5974885236981","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4568289345781","#27201","One-time","order","shipping","No","5945114362101","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4600085414133","#28265","One-time","order","shipping","No","5981755703541","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4649652879605","#29361","One-time","order","shipping","No","6045606150389","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4642532360437","#29150","One-time","order","shipping","No","6035194872053","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4587403968757","#27716","One-time","order","shipping","No","5966543126773","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4603732918517","#28357","One-time","order","shipping","No","5986150678773","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4622127890677","#28768","One-time","order","shipping","No","6008968511733","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4658475827445","#29647","One-time","order","shipping","No","3438432026721","Returning","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4672354386165","#30030","One-time","order","shipping","No","6054204473589","Returning","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4578606711029","#27439","One-time","order","shipping","No","5956301750517","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4693041774837","#30406","One-time","order","shipping","No","6104063279349","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3992193663155","#25742","One-time","order","shipping","No","5506760835251","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4653782237429","#29487","One-time","order","shipping","No","6050194260213","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4561275060469","#26949","One-time","order","shipping","No","5935802974453","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4596684980469","#28084","One-time","order","shipping","No","5977772294389","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4602053853429","#28317","One-time","order","shipping","No","5984018628853","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4567136108789","#27166","One-time","order","shipping","No","5943692198133","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4648018149621","#29278","One-time","order","shipping","No","6043867742453","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4658579996917","#29651","One-time","order","shipping","No","6056308900085","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4643155640565","#29170","One-time","order","shipping","No","4626837536947","Returning","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4632927404277","#29014","One-time","order","shipping","No","6022148718837","First-time","0","5.99","0","0","0","0","0","5.99","0","0","0","0","0","0","0","0","0","0","0"
